epoch,acc,loss,val_acc,val_loss
0,0.1313199858504471,6.190064508550079,0.360705803168358,6.155454374791648
1,0.29216151943662266,6.137135178184445,0.23176111356763868,6.089395956059493
2,0.11944350177212958,6.040063503033677,0.022734984715064986,5.916293468481814
3,0.00950118764466377,5.820237883803073,0.006107906345436036,5.659421654608357
4,0.011876484470187222,5.629987028035869,0.020359687885749246,5.538167069230923
5,0.018323719032515822,5.520305992103165,0.017984390973635234,5.440153976274742
6,0.021038344217774663,5.421816952235828,0.04988123522202342,5.343170069418481
7,0.041737360151027636,5.32626830063151,0.09772650134621089,5.245324790457527
8,0.11028164194869639,5.228978633718811,0.20156090953464745,5.143644687075271
9,0.18798778441990274,5.117100022629556,0.24261961278923092,5.020910869180287
10,0.228707160834826,4.989979314043597,0.3064133015868621,4.8737128119894235
11,0.28232100328874865,4.829524647635365,0.3383101458200811,4.6930564421494205
12,0.3247370203855202,4.628155999075246,0.35154394354907625,4.457285892368779
13,0.33423820981382313,4.37586113392882,0.3725822866266365,4.173925284899248
14,0.3481506610224115,4.0843380277424615,0.3637597563714143,3.8746161933344907
15,0.341024770478212,3.793513653275924,0.37258228675810245,3.5897857723779745
16,0.3410247702860695,3.5178357829147977,0.3776722091980453,3.328507664812837
17,0.35968782007188604,3.272733233846322,0.39667458433315317,3.1013142972790186
18,0.37495758331626966,3.061430982140553,0.4231421797911434,2.9091750166963877
19,0.4061757706264985,2.8837777871700476,0.4384119456547335,2.741364044296891
20,0.42857143016924565,2.7232383168022793,0.4740413963936287,2.591359032830587
21,0.4550390241406593,2.5800361301602046,0.5120461495763211,2.453261182880175
22,0.4923651179581284,2.446257150169142,0.5385137443870943,2.3244891037243605
23,0.5232439781392191,2.3220267032905477,0.5697319295938678,2.2043003438891984
24,0.5534441810888803,2.2062293795516705,0.5843230413003092,2.0881695962575155
25,0.5649813356786249,2.0904229286771163,0.6158805559318188,1.9738127006123662
26,0.5978961623762679,1.984279070864866,0.6301323388607413,1.8634518740093826
27,0.6124872745681221,1.8691114501140869,0.6616898565968701,1.7525449677325928
28,0.638954870349721,1.7588456261954875,0.6803529044106972,1.6425210173590368
29,0.6603325386147681,1.6526591980865861,0.6878181236009497,1.5442069140700594
30,0.6739056644740653,1.5600051790485958,0.6963013195166314,1.457860191110275
31,0.6861214765177204,1.474659109706186,0.7112317593533749,1.3821423938810764
32,0.6996946039950601,1.3975762996505308,0.7254835432531229,1.3123621904611344
33,0.7146250415665439,1.326088061606152,0.7339667481287155,1.2372979699129325
34,0.7210722745860436,1.2622772364200556,0.7472005455341022,1.178306216339277
35,0.7312521197895377,1.2009272745677404,0.7529691191580403,1.1235954581497887
36,0.7404139773660406,1.1451463044438073,0.7763827620905296,1.0654250385399628
