epoch,acc,loss,val_acc,val_loss
0,0.12457569601053457,6.190160439601984,0.34962661363037767,6.155553955329331
1,0.3004073317125389,6.13739771269975,0.24100475298532886,6.090302424291648
2,0.14324507804161338,6.043188453449009,0.04243041401967983,5.924059249233083
3,0.0342837746279758,5.828483184016811,0.014596062423427415,5.666707708652701
4,0.024100475223167203,5.635240647069305,0.021045485371059894,5.5429771718571
5,0.019348268736677353,5.5259691634634605,0.0319076714214021,5.444059586249803
6,0.026476578517625384,5.427985058944402,0.0702647657866431,5.347013353411227
7,0.06008146643557681,5.330222913220231,0.07060420899465428,5.248389773682843
8,0.0909708075007855,5.228251255214093,0.15037338775301254,5.140296056168628
9,0.16463000753746498,5.11696419550785,0.21045485407984021,5.015421489914987
10,0.2484725069934951,4.981991421180927,0.3044806520548793,4.860580857724296
11,0.28852681642637235,4.814202150032784,0.3394433138873087,4.670002794233375
12,0.32552613590092216,4.604375094033712,0.3778004077669721,4.430597485608983
13,0.3489477261344511,4.34975671056008,0.3645621181768539,4.146170571638627
14,0.3570943657872795,4.055608523757945,0.3730482024678711,3.843652515935801
15,0.35811269712221516,3.760459730273918,0.38730482098526964,3.5557565400977564
16,0.37067209743595575,3.484344781375789,0.4032586572207485,3.2950110412825553
17,0.37712152076673927,3.2402382026460006,0.41853360365380743,3.068378655504225
18,0.397827563768168,3.0286376665663086,0.4178547167850852,2.8737827326599144
19,0.4052953157429783,2.846566077081508,0.4395790904537804,2.6993161309598985
20,0.41649694583971164,2.6783203568817884,0.4643584518147745,2.5459990954609526
21,0.4484046151341829,2.5313640037363108,0.48540393697592327,2.403331614803151
22,0.4694501035729801,2.3996065813752154,0.5081466399563144,2.2756361454745497
23,0.5013577747490644,2.2733045825323765,0.5482009487619872,2.1567115406559507
24,0.5268160209960057,2.1564174583795035,0.5957230153694011,2.0378799519406154
25,0.575356411715389,2.0446946590187918,0.6272912426053142,1.9249742455168477
26,0.6001357761112428,1.9295497219819886,0.640868973869575,1.8104459740074816
27,0.6249151394954767,1.8163413405823043,0.6575016992398046,1.6956239365754449
28,0.6473183941048015,1.7048844360447384,0.6778682997982598,1.5887289299741538
29,0.6496944980643998,1.6065490921581187,0.6941615785778742,1.4955348253897558
30,0.6744738596681826,1.512692694427687,0.7114731857991915,1.413634086901528
31,0.693482684951531,1.4306745652187784,0.7158859440929131,1.3358343451992638
32,0.7026476554132528,1.356345863708087,0.732858111278912,1.268455754067731
33,0.7189409364588958,1.287763185348951,0.7379497642510615,1.20389600886185
34,0.7189409394937556,1.2270129853499154,0.7532247151150157,1.1421820796110642
35,0.7321792282138806,1.1682979431754459,0.7695179938946302,1.087277108443002
36,0.749830278464911,1.117756139884089,0.7732518688400667,1.0426166479229846
37,0.7579769207681836,1.063858515376229,0.7905634752925529,0.9929642971081549
38,0.7749490866593091,1.0220000999603478,0.7983706757800562,0.950607582613148
39,0.7803801751347197,0.9781286970984749,0.8044806508814002,0.9084657034903098
40,0.7888662594560855,0.938044494216489,0.8014256600530797,0.8729221338490928
41,0.7888662556928594,0.9024527671785477,0.8143245044486181,0.835876835703607
42,0.8027834345593553,0.8687686729576826,0.8211133717195727,0.8061082758874368
43,0.8007467759359636,0.83472264666826,0.822810589538815,0.7768776373076585
44,0.804820093182747,0.8071781189281441,0.830278345458943,0.748956998067896
45,0.8112695188807211,0.7763343201716255,0.8374066527652158,0.7206068623252087
46,0.8241683615362734,0.7475102659964836,0.8455532887559801,0.6916140022928506
47,0.8204344903540628,0.726712893889376,0.8458927366010041,0.6761277928614567
48,0.8316361138954992,0.7020966305023784,0.8489477274293246,0.6521521075518052
49,0.8377460990725775,0.679520158685152,0.8536999282671818,0.6283818708741575
50,0.8394433149090448,0.6582662701121172,0.8608282421287516,0.6068591371896878
51,0.8435166291209685,0.6383379809887169,0.863883228425015,0.5905678805977976
52,0.8462321756247024,0.6164982596466676,0.8655804482674971,0.5696573070094283
53,0.8418194195970093,0.6011979969196877,0.8649015628959723,0.5613886411709601
54,0.8533604904978921,0.5820625126159523,0.8662593348934305,0.5409602395385928
55,0.8536999340536476,0.5684792556409842,0.8754243008230951,0.5227985637615266
56,0.8536999307759991,0.5538712279455077,0.8713509843451428,0.5081163130078442
57,0.8587915847597686,0.536013141871308,0.8744059776822807,0.496680870763477
58,0.8604887957809252,0.5256078891097002,0.8788187407508482,0.4831101888308943
59,0.8632043435390677,0.5102775847919928,0.8747454141971617,0.4694253553036355
60,0.8621860123457589,0.5008171324169887,0.8828920592520404,0.4581255803121164
61,0.8703326508453405,0.48680470269793,0.8798370684237199,0.4463532777441171
62,0.8662593376450367,0.4774090451443187,0.8873048210661992,0.4360646328510108
63,0.8669382245137589,0.46714144726634754,0.8876442656335747,0.4304130547158344
64,0.8737270882642763,0.454511908228836,0.8852681614311876,0.4172984525126336
65,0.8727087603486159,0.4459361414964395,0.889680925511375,0.4101233958226843
66,0.8730481981179056,0.43705228288725617,0.8900203698359617,0.3999285969658118
67,0.8703326551346089,0.42861004180836987,0.8930753530973653,0.39331428493194165
68,0.876103189957846,0.41918234204404303,0.894093687325534,0.3816043525752128
69,0.8727087540361077,0.4114192079826026,0.8930753586410424,0.3761091831381112
70,0.8761031902006348,0.4050923356860977,0.8920570229156763,0.36993565016349644
71,0.8805159499915538,0.39417739256012624,0.899185336008415,0.36033881467293494
72,0.8832315000157249,0.38658432819288113,0.892396472015109,0.35872101834333436
73,0.8825526164246512,0.38226074595396325,0.8981670038034862,0.34755165718156955
74,0.8845892727820144,0.37318928093628584,0.8988458926954483,0.3432513280377773
75,0.8791581792485043,0.370971264356832,0.9005431125379305,0.3346275207709878
76,0.8856076021948722,0.36375393496430497,0.9002036657045265,0.33157471831930957
77,0.8842498317350762,0.3600958669905912,0.9022403268367356,0.3256089626852542
78,0.8906992516465844,0.3498948480673413,0.9012219991638639,0.3197727039284392
79,0.8849287135861637,0.34541380627982404,0.9035980990769826,0.31390969031373417
80,0.8913781392841378,0.3418846991057308,0.9002036646929066,0.3108326539407356
81,0.8893414824411972,0.3356150451033437,0.9042769821824788,0.30819060340351745
82,0.8917175861175418,0.3354078652659647,0.9029192154859088,0.3003594946553735
83,0.8896809270085725,0.327197771289279,0.9069925307094525,0.2973033025891135
84,0.8913781360064893,0.3233301618919839,0.9073319719991794,0.29344351695899806
85,0.8920570226324228,0.32079199800180563,0.9093686341430084,0.28830560801066435
86,0.8920570246556626,0.3152386042145912,0.9049558733404695,0.285247524984014
87,0.893075358115,0.3093558046701241,0.91038696181588,0.28180241850833865
88,0.8981670032774439,0.3041351725678013,0.9086897452510463,0.2799991282349287
89,0.892735911281596,0.30396893879465725,0.9086897462626663,0.2755396938089279
90,0.8930753583982536,0.298281468749451,0.9114052927664001,0.270393308750319
91,0.8964697867126102,0.2961862104042646,0.9120841849360106,0.2664395866148017
92,0.8985064496252704,0.29337757376692203,0.911065851719462,0.2643250551299829
93,0.8971486766161922,0.28941175719951984,0.9127630682842957,0.2607429823702238
